projid_geoid	project_id	proj_cnt	sector_value	year1	year2	year3	commit	comm_p_loc	geoname_id	precision_code	place_name	latitude	longitude	location_type_code	location_type_name	geoname_adm_code	geonames_adm_name	geonames_retrieval_time
87292441820_8629015	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8629015	1	Alawa Leten	-8.61667	126.65	PPL	populated place	TL	East Timor	2013-10-14T00:00:00+0000
87292191274_1945577	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1945577	1	Ames	-9.15917	125.27972	PPL	populated place	TL|BO	East Timor|Bobonaro	2012-07-05T00:00:00+0000
87292191274_1944972	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1944972	1	Anicalau	-8.61833	125.80361	PPL	populated place	TL|00	East Timor	1999-12-10T00:00:00+0000
87292191274_8644028	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	8644028	1	Arleu	-8.73333	125.35	PPL	populated place	TL	East Timor	2013-12-10T00:00:00+0000
87292191274_1944581	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1944581	1	Assi	-8.85639	125.40889	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292441820_8629060	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8629060	1	Atabae	-8.83333	125.2	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292441820_8629075	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8629075	1	Atara	-8.95	125.38333	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292441820_1946056	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1946056	1	Atelari	-8.54667	126.70361	PPL	populated place	TL|00	East Timor	1999-12-01T00:00:00+0000
87292861561_1946056	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1946056	1	Atelari	-8.54667	126.70361	PPL	populated place	TL|00	East Timor	1999-12-01T00:00:00+0000
87292441820_8617853	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8617853	3	Atsabe	-8.93058	125.3968	ADM2	second-order administrative division	TL|ER|8617853	East Timor|Ermera|Atsabe	2013-10-07T00:00:00+0000
87292481496_1651079	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	1651079	3	Atsabe	-8.925	125.39806	PPL	populated place	TL|00	East Timor	2012-01-17T00:00:00+0000
87292481496_8617853	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	8617853	3	Atsabe	-8.93058	125.3968	ADM2	second-order administrative division	TL|ER|8617853	East Timor|Ermera|Atsabe	2013-10-07T00:00:00+0000
87292481499_8617853	87292481499	4	"[{""sector"":""240 - BANKING AND FINANCIAL SERVICES"",""subsector"":""2409 - Banking and financial services (Sub-sector)"",""subsubsector"":""24081 - Education/training in banking and financial services""}]"	2011	2012		2770823.0	692705.75	8617853	3	Atsabe	-8.93058	125.3968	ADM2	second-order administrative division	TL|ER|8617853	East Timor|Ermera|Atsabe	2013-10-07T00:00:00+0000
87292191274_1944833	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1944833	1	Atu Lara	-8.99139	125.37222	PPL	populated place	TL|00	East Timor	2013-11-21T00:00:00+0000
87292191274_1945253	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1945253	1	Atuaben	-9.00398	125.32747	PPL	populated place	TL|BO	East Timor|Bobonaro	2012-07-05T00:00:00+0000
87292441820_1944811	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1944811	1	Atuaben	-8.9925	125.32889	PPL	populated place	TL|00	East Timor	1999-10-25T00:00:00+0000
87292481496_1944811	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	1944811	1	Atuaben	-8.9925	125.32889	PPL	populated place	TL|00	East Timor	1999-10-25T00:00:00+0000
87292861561_1945253	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1945253	1	Atuaben	-9.00398	125.32747	PPL	populated place	TL|BO	East Timor|Bobonaro	2012-07-05T00:00:00+0000
87292191274_1944879	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1944879	1	Atubuti	-8.94806	125.29083	PPL	populated place	TL|00	East Timor	1999-10-25T00:00:00+0000
87292861561_1944730	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1944730	1	Atubuti	-8.93083	125.40528	PPL	populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292861561_1944879	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1944879	1	Atubuti	-8.94806	125.29083	PPL	populated place	TL|00	East Timor	1999-10-25T00:00:00+0000
87292191274_8643286	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	8643286	1	Atulara	-8.97944	125.36944	PPL	populated place	TL	East Timor	2013-11-21T00:00:00+0000
87292861561_1942488	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1942488	1	Aubaca	-8.49	126.35972	PPL	populated place	TL|00	East Timor	1999-09-15T00:00:00+0000
87292191274_8629292	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	8629292	2	Aubeon	-8.98333	126.06667	PPL	populated place	TL	East Timor	2013-10-22T00:00:00+0000
87292191274_8629842	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	8629842	2	Baboi Leten	-8.90556	125.39639	PPL	populated place	TL	East Timor	2013-11-05T00:00:00+0000
87292191274_1943272	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1943272	1	Babulo	-8.77722	126.56361	PPL	populated place	TL|00	East Timor	1999-09-22T00:00:00+0000
87292861561_1943272	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1943272	1	Babulo	-8.77722	126.56361	PPL	populated place	TL|00	East Timor	1999-09-22T00:00:00+0000
87292411775_8629288	87292411775	1	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2012			72664.81	72664.81	8629288	1	Bado-Ho'o	-8.60546	126.42586	PPL	populated place	TL	East Timor	2013-10-22T00:00:00+0000
87292441820_1942877	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1942877	1	Baguia	-8.58917	126.54639	PPL	populated place	TL|00	East Timor	1999-09-20T00:00:00+0000
87292191274_1946624	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1946624	1	Bahadic	-8.60056	125.88972	PPL	populated place	TL|00	East Timor	1999-12-10T00:00:00+0000
87292441820_1942343	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1942343	1	Bahamori	-8.5375	126.34167	PPL	populated place	TL|00	East Timor	1999-09-14T00:00:00+0000
87292861561_1942425	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1942425	1	Bairo Pite	-8.55917	125.55972	PPLX	section of populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292861561_1942544	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1942544	1	Balibar	-8.6	125.595	PPL	populated place	TL|DI|8617681	East Timor|Díli|Cristo Rei	2013-11-07T00:00:00+0000
87292861561_1946492	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1946492	1	Balulin	-8.74611	125.90556	PPL	populated place	TL|00	East Timor	1999-12-10T00:00:00+0000
87292861561_1945078	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1945078	1	Bandeirahun	-8.75833	125.53833	PPL	populated place	TL|00	East Timor	1999-11-15T00:00:00+0000
87292861561_1944411	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1944411	1	Baqui	-9.28333	124.35111	PPL	populated place	TL|OE	East Timor|Oecusse	2012-02-29T00:00:00+0000
87292191274_8643609	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	8643609	1	Baria	-8.86218	126.50629	PPL	populated place	TL	East Timor	2013-12-03T00:00:00+0000
87292191274_8617857	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	8617857	2	Barique	-8.85472	126.06556	ADM2	second-order administrative division	TL|MT|8617857	East Timor|Manatuto|Barique	2013-10-23T00:00:00+0000
87292441820_8617857	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8617857	3	Barique	-8.85472	126.06556	ADM2	second-order administrative division	TL|MT|8617857	East Timor|Manatuto|Barique	2013-10-23T00:00:00+0000
87292861561_1943526	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1943526	1	Baticassa	-8.65444	126.53306	PPL	populated place	TL|BA|8617912	East Timor|Baucau|Quelicai	2013-11-07T00:00:00+0000
87292191274_1649734	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1649734	1	Batugade	-8.94722	124.9725	PPL	populated place	TL|00	East Timor	2012-01-17T00:00:00+0000
87292993363_1649734	87292993363	6	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""11120 - Education facilities and training""},{""sector"":""150 - GOVERNMENT AND CIVIL SOCIETY"",""subsector"":""151 - Government and civil society, general"",""subsubsector"":""15111 - Public finance management""}]"	2012			682500.52	113750.08666666667	1649734	1	Batugade	-8.94722	124.9725	PPL	populated place	TL|00	East Timor	2012-01-17T00:00:00+0000
87292191274_1944723	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1944723	1	Batumano	-8.95139	125.37444	PPL	populated place	TL|00	East Timor	2012-01-20T00:00:00+0000
87292481496_1944723	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	1944723	1	Batumano	-8.95139	125.37444	PPL	populated place	TL|00	East Timor	2012-01-20T00:00:00+0000
87292861561_1944723	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1944723	1	Batumano	-8.95139	125.37444	PPL	populated place	TL|00	East Timor	2012-01-20T00:00:00+0000
87292191431_1649538	87292191431	4	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			176594.15	44148.5375	1649538	4	Baucau	-8.54167	126.475	ADM1	first-order administrative division	TL|BA	East Timor|Baucau	2014-07-29T00:00:00+0000
87292361446_1649538	87292361446	3	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2012			1.3E7	4333333.333333333	1649538	4	Baucau	-8.54167	126.475	ADM1	first-order administrative division	TL|BA	East Timor|Baucau	2014-07-29T00:00:00+0000
87292411772_1649538	87292411772	4	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			227629.04	56907.26	1649538	4	Baucau	-8.54167	126.475	ADM1	first-order administrative division	TL|BA	East Timor|Baucau	2014-07-29T00:00:00+0000
87292463792_1649538	87292463792	13	"[{""sector"":""110 - EDUCATION"",""subsector"":""114 - Post-secondary education"",""subsubsector"":""11420 - Higher education""}]"	2012			6556048.0	504311.3846153846	1649538	4	Baucau	-8.54167	126.475	ADM1	first-order administrative division	TL|BA	East Timor|Baucau	2014-07-29T00:00:00+0000
87292511668_1649538	87292511668	3	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2012			3020000.0	1006666.6666666666	1649538	4	Baucau	-8.54167	126.475	ADM1	first-order administrative division	TL|BA	East Timor|Baucau	2014-07-29T00:00:00+0000
87292611854_1649538	87292611854	13	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			140360.0	10796.923076923076	1649538	4	Baucau	-8.54167	126.475	ADM1	first-order administrative division	TL|BA	East Timor|Baucau	2014-07-29T00:00:00+0000
87292861561_1944069	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1944069	1	Bausiu	-9.17747	124.4098	PPL	populated place	TL|OE	East Timor|Oecusse	2012-02-29T00:00:00+0000
87292441820_8617925	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8617925	3	Bazartete	-8.62464	125.38168	ADM2	second-order administrative division	TL|LI|8617925	East Timor|Liquiçá|Bazartete	2013-10-23T00:00:00+0000
87292481496_8617925	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	8617925	3	Bazartete	-8.62464	125.38168	ADM2	second-order administrative division	TL|LI|8617925	East Timor|Liquiçá|Bazartete	2013-10-23T00:00:00+0000
87292861561_8629994	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	8629994	1	Beamoas	-9	125.38333	PPL	populated place	TL	East Timor	2013-11-07T00:00:00+0000
87292441820_1943481	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1943481	1	Beboro	-8.54056	126.16528	PPLX	section of populated place	TL|00	East Timor	1999-11-27T00:00:00+0000
87292861561_1943481	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1943481	1	Beboro	-8.54056	126.16528	PPLX	section of populated place	TL|00	East Timor	1999-11-27T00:00:00+0000
87292481496_8629048	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	8629048	1	Beco	-9.2214	125.34439	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292441820_8628940	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	8628940	1	Becora	-8.566	125.6	PPL	populated place	TL	East Timor	2013-10-11T00:00:00+0000
87292495903_8628940	87292495903	1	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""11120 - Education facilities and training""}]"	2013			8000000.0	8000000.0	8628940	1	Becora	-8.566	125.6	PPL	populated place	TL	East Timor	2013-10-11T00:00:00+0000
87292861561_8628940	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	8628940	1	Becora	-8.566	125.6	PPL	populated place	TL	East Timor	2013-10-11T00:00:00+0000
87292441820_1944541	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1944541	1	Beheda	-8.49417	125.95222	PPL	populated place	TL|00	East Timor	1999-10-20T00:00:00+0000
87292481496_8629052	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	8629052	1	Beiseuk	-9.31459	125.06252	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292481496_8629093	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330.0	14516.938775510203	8629093	1	Belecasac	-9.22818	125.2565	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292441820_1942938	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1942938	1	Bercoli	-8.58917	126.38778	PPL	populated place	TL|00	East Timor	1999-09-20T00:00:00+0000
87292861561_1942938	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792.0	20327.690322580645	1942938	1	Bercoli	-8.58917	126.38778	PPL	populated place	TL|00	East Timor	1999-09-20T00:00:00+0000
87292441820_1943090	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103.0	5268.86231884058	1943090	1	Betulau	-8.74528	125.65139	PPL	populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292191274_1945110	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1945110	1	Betupu	-8.80139	125.27278	PPL	populated place	TL|00	East Timor	1999-10-26T00:00:00+0000
87292191274_1944853	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000.0	38277.511961722485	1944853	1	Biabote	-8.92972	125.35	PPL	populated place	TL|00	East Timor	1999-10-25T00:00:00+0000
